,1000m,250m,100m,50m
1.0,0.6435272599999999,1.32050236,2.7089076800000003,5.9085622399999975
1.1513953993264474,0.61061118,1.3352171199999998,2.72569558,6.74613104
1.3257113655901092,0.6466475599999999,1.3104205400000002,2.705813699999999,7.782265100000001
1.5264179671752334,0.6190757999999998,1.3051214599999994,2.71856504,9.02604738
1.7575106248547918,0.6156853600000002,1.3280396000000003,2.883131999999999,10.20361282
2.023589647725157,0.6000232399999998,1.29327822,3.238222780000001,11.724186759999998
2.329951810515372,0.6280996200000001,1.34971128,3.8547904399999995,13.409041699999994
2.6826957952797255,0.6272312400000001,1.3210426800000001,4.26622774,15.371387279999999
3.088843596477481,0.6398528000000001,1.34515186,4.924845959999999,14.887342380000002
3.5564803062231287,0.6203158599999998,1.3094687,5.56427234,20.0535701
4.094915062380426,0.6280283200000001,1.33910082,6.3878233600000005,19.379557420000005
4.714866363457394,0.61942734,1.4803227800000003,7.2554216,22.238322800000002
5.428675439323859,0.6280949,1.7579238199999996,8.26841722,25.404363760000003
6.250551925273973,0.6223099399999998,1.91510994,7.97822736,28.378254279999986
7.196856730011519,0.64190098,2.31271936,9.230708580000002,31.013357179999993
8.286427728546844,0.6090347999999999,2.508838119999999,10.145689899999999,35.24722174000001
9.54095476349994,0.6532815199999998,2.89932768,11.0860256,39.35480156000001
10.985411419875584,0.6132769999999997,2.7968236000000006,12.29557288,41.19455028000001
12.648552168552959,0.64564,3.1265626600000003,13.95736796,43.7224576
14.563484775012437,0.6191131400000003,3.6977982000000003,15.782654220000001,51.56348094
16.768329368110084,0.6463057399999999,4.29964108,18.024531359999997,58.06429854000002
19.306977288832496,0.6996069199999997,4.316045460000001,20.293675499999996,63.32180269999999
22.229964825261945,0.8035040999999999,4.9127019,21.200814459999997,75.68334218
25.59547922699536,0.9348068600000001,5.599998159999998,24.361454760000004,84.83623802000002
29.4705170255181,1.0587213,6.5345968999999995,28.360262620000004,99.22246301999999
33.93221771895328,1.1639057400000001,7.314220920000001,29.99963798,103.36427825999996
39.06939937054617,1.3979136,8.32114164,36.56836116,130.95303857999997
44.98432668969446,1.37243608,9.27379098,40.07174248,125.53909312
51.7947467923121,1.58686076,10.18015248,47.3869694,167.2288897
59.63623316594643,1.7662893200000003,10.359219300000001,53.10083629999999,151.71916098000003
68.66488450043002,1.85925996,12.06470028,63.94304173999999,213.76925014
79.06043210907697,1.9202345400000003,13.511865460000001,71.02836218,187.83505735999998
91.02981779915217,2.1721627999999997,15.72966624,83.26053990000001,262.8146804
104.81131341546853,2.6864722799999994,17.75763858,92.42750623999999,232.77619771999997
120.67926406393289,2.7804688200000003,19.472591599999998,107.18981854,336.01666076000004
138.94954943731375,3.0902499000000008,21.619022060000002,110.72987932000001,297.49692966000003
159.98587196060572,3.6172635799999995,25.857527219999998,131.9569748,422.72669174000004
184.20699693267164,4.15881066,28.26227842,138.42356624,392.24547472000006
212.09508879201903,4.21657036,31.793644999999998,189.86771754,518.4243312
244.205309454865,4.76309414,34.685010500000004,162.24438178,497.16493479999997
281.1768697974231,4.913587959999999,41.980756819999996,239.72413738,638.81058148
323.74575428176433,5.344621,45.50769252,202.81294218,616.9531498399999
372.7593720314938,5.995477459999999,62.07280402,280.60068276,758.5897183200001
429.1934260128778,6.60215316,63.70525485999999,230.11145677999997,741.7940587400001
494.1713361323833,7.8547069800000004,74.35148644,328.91509290000005,872.3133357
568.9866029018293,11.04363262,84.59015858000001,264.65712071999997,882.0591348
655.1285568595509,8.951338660000001,96.71455898,388.60999052,1075.3139588999998
754.3120063354615,9.584951,109.83438692,326.79453692,1102.12198534
868.511373751352,9.56284064,126.50119826,467.34126084,1306.59247376
1000.0,12.2172838,132.91919974,405.30494986,1405.0871825399997
