,10000m,250m,100m,50m,25m
1000.0,0.34525036811828613,0.19679036736488342,0.22017280757427216,0.5333771109580994,1.014694333076477
910.8764197647733,0.4694828391075134,0.1865338832139969,0.23705920577049255,0.4813680648803711,0.835515022277832
829.6958520834906,0.29987820982933044,0.17168356478214264,0.18807154893875122,0.4218466281890869,0.7122531533241272
755.750387239493,0.23445692658424377,0.15776266157627106,0.17749878764152527,0.35477325320243835,0.5609198212623596
688.3952069645496,0.44627606868743896,0.14663925766944885,0.16596251726150513,0.3233107030391693,0.5568284392356873
627.0429615030991,0.3731522560119629,0.12727025151252747,0.15958118438720703,0.2623392641544342,0.4584018290042877
571.1586478126429,0.14619556069374084,0.1218237429857254,0.13799041509628296,0.2203167974948883,0.3939040005207062
520.2549442372692,0.14603778719902039,0.11442220211029053,0.1263883411884308,0.15857462584972382,0.26601365208625793
473.8879609717651,0.13794757425785065,0.10688807815313339,0.11647020280361176,0.12375298887491226,0.19019298255443573
431.65336925959,0.13411137461662292,0.09724601358175278,0.10568491369485855,0.10862541198730469,0.15031000971794128
393.18287557057704,0.23444992303848267,0.09172950685024261,0.09592144191265106,0.09797998517751694,0.09853720664978027
358.14101001254517,0.06498254090547562,0.08329486101865768,0.08771950751543045,0.08995170146226883,0.08887878805398941
326.222200971167,0.05775288864970207,0.07795117050409317,0.08132458478212357,0.07978691160678864,0.07917364686727524
297.14811046840066,0.05305911973118782,0.06861954927444458,0.07456383854150772,0.0698646679520607,0.07276800274848938
270.66520700332416,0.04867624118924141,0.060837868601083755,0.06708159297704697,0.06393995136022568,0.06768713891506195
246.54255471007914,0.044498175382614136,0.058404870331287384,0.05818125233054161,0.05908597633242607,0.05777551233768463
224.5697995539774,0.04309019818902016,0.04982145130634308,0.05774450674653053,0.053755518049001694,0.049434565007686615
204.55533500501951,0.040305186063051224,0.04855186864733696,0.05038908123970032,0.045074544847011566,0.04301653802394867
186.324631193156,0.03308752551674843,0.0409003384411335,0.04185084253549576,0.03452782705426216,0.035792652517557144
169.71871297521372,0.03231209143996239,0.03527238219976425,0.03390457481145859,0.030001625418663025,0.03010285645723343
154.5927736419477,0.022626886144280434,0.0281298216432333,0.02691553719341755,0.02590765431523323,0.025750212371349335
140.81491217648332,0.019171126186847687,0.0234471894800663,0.02098139002919197,0.017686035484075546,0.01645123027265072
128.264983052806,0.017412522807717323,0.01854054257273674,0.01936272345483303,0.013418873772025108,0.01510105561465025
116.83354854432925,0.009758667089045048,0.014904674142599106,0.014304743148386478,0.013011978007853031,0.01140549872070551
106.42092440647247,0.00490572489798069,0.009657010436058044,0.011124791577458382,0.011043672449886799,0.00845969095826149
96.93631061142513,-1.5390177965164185,0.010344382375478745,0.009186485782265663,0.008156944066286087,0.006209258921444416
88.29699955494087,0.006431950256228447,0.009777945466339588,0.00804182793945074,0.005768058355897665,0.004725568927824497
